index,title,article_url,date,time,author,excerpt,section,date_dt
298,Πόσα Canadair πετάνε καθημερινά στην Ελλάδα για την αντιμετώπιση των πυρκαγιών,https://www.athensvoice.gr/epikairotita/ellada/857000/canadair-adimetopisi-purkagion/,2024-06-29,18:28:27,Newsroom,Πόσα Canadair πετάνε καθημερινά στην Ελλάδα για την αντιμετώπιση των πυρκαγιών,Ελλαδα,2024-06-29
299,Κίνδυνος πυρκαγιάς: Σε κατηγορία κινδύνου 4 την Κυριακή έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/856968/kindunos-purkagias-aurio-kuriaki-306-se-exi-perifereies/,2024-06-29,10:22:20,Newsroom,Κίνδυνος πυρκαγιάς αύριο Κυριακή (30.6) σε έξι Περιφέρειες - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-29
300,Αυξημένα μέτρα ασφαλείας από τον Δ. Αθηναίων λόγω ισχυρών ανέμων - Κλειστός ο Εθνικός Κήπος,https://www.athensvoice.gr/epikairotita/ellada/856961/kindunos-purkagias-stin-attiki-kleistos-simera-o-ethnikos-kipos/,2024-06-29,09:07:00,Newsroom,Κίνδυνος πυρκαγιάς στην Αττική: Κλειστός σήμερα ο Εθνικός Κήπος - Αυξημένα μέτρα από τον Δ. Αθηναίων,Ελλαδα,2024-06-29
301,Β. Κικίλιας για κίνδυνο πυρκαγιάς: «Η μισή χώρα στο πορτοκαλί με θυελλώδεις ανέμους»,https://www.athensvoice.gr/epikairotita/ellada/856869/fotia-kikilias-kinduno-purkagias/,2024-06-28,13:09:03,Newsroom,Β. Κικίλιας για υψηλό κίνδυνο πρόκλησης πυρκαγιάς: «Η μισή χώρα στο “πορτοκαλί” με θυελλώδεις ανέμους»,Ελλαδα,2024-06-28
302,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (29.6) σε έξι Περιφέρειες της Ελλάδας,https://www.athensvoice.gr/epikairotita/ellada/856832/kindunos-purkagias-polu-upsilos-aurio-se-exi-perifereies-tis-elladas/,2024-06-28,10:21:36,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο σε έξι Περιφέρειες της Ελλάδας - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-28
303,"Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα, Παρασκευή 28 Ιουνίου, σε 11 περιοχές της χώρας",https://www.athensvoice.gr/epikairotita/ellada/856780/kindunos-purkagias-polu-upsilos-simera-286-se-11-periohes/,2024-06-28,04:34:20,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός σήμερα (28.6) σε 11 περιοχές - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-28
304,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο Παρασκευή σε 11 περιοχές της χώρας,https://www.athensvoice.gr/epikairotita/ellada/856724/kindunos-purkagias-polu-upsilos-aurio-paraskeui-286-se-11-periohes/,2024-06-27,13:16:25,Newsroom,Πολιτική Προστασία: Πολύ υψηλός κίνδυνος πυρκαγιάς (κατηγορία κινδύνου 4) για αύριο Παρασκευή 28 Ιουνίου 2024 - Ο χάρτης με τις περιφέρειες.,Ελλαδα,2024-06-27
305,ΕΛΕΤΑΕΝ: Fake news ότι οι ανεμογεννήτριες συνδέονται με δασικές πυρκαγιές,https://www.athensvoice.gr/life/perivallon/856681/anemogennitries-ta-fake-news-gia-ti-sundesi-me-dasikes-purkagies/,2024-06-27,10:51:00,Newsroom,ΕΛΕΤΑΕΝ: Καταρρίπτει τα fake news για τις Ανανεώσιμες Πηγές Ενέργειας και τη σύνδεση ανεμογεννητριών με τις φωτιές στα δάση.,Περιβαλλον,2024-06-27
306,Κίνδυνος πυρκαγιάς: Υψηλός σήμερα Πέμπτη 27 Ιουνίου 2024,https://www.athensvoice.gr/epikairotita/ellada/856557/kindunos-purkagias-upsilos-simera-pebti-27-iouniou-2024/,2024-06-27,06:01:15,Newsroom,Κίνδυνος πυρκαγιάς: Υψηλός σήμερα Πέμπτη 27 Ιουνίου 2024 - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-27
307,"Πολύ υψηλός κίνδυνος πυρκαγιάς και σήμερα, Τετάρτη 26 Ιουνίου 2024",https://www.athensvoice.gr/epikairotita/ellada/856345/kindunos-purkagias-polu-upsilos-simera-tetarti-26-iouniou-2024/,2024-06-26,04:21:26,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός σήμερα Τετάρτη 26 Ιουνίου 2024 - Οι περιοχές που κινδυνεύουν περισσότερο,Ελλαδα,2024-06-26
308,"Πολύ υψηλός κίνδυνος πυρκαγιάς και αύριο, Τετάρτη 26 Ιουνίου 2024",https://www.athensvoice.gr/epikairotita/ellada/856235/kindunos-purkagias-polu-upsilos-aurio-tetarti-26-iouniou-2024/,2024-06-25,10:52:33,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο Τετάρτη 26 Ιουνίου 2024 - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-25
309,Οι ακραίες δασικές πυρκαγιές έχουν διπλασιαστεί τα τελευταία 20 χρόνια,https://www.athensvoice.gr/life/perivallon/856182/dasikes-purkagies-ehoun-diplasiastei-ta-teleutaia-20-hronia/,2024-06-25,06:59:34,Newsroom,Δασικές πυρκαγιές: Έχουν διπλασιαστεί τα τελευταία 20 χρόνια - Τι δείχνει νέα έρευνα για τη συχνότητα και το μέγεθός τους,Περιβαλλον,2024-06-25
310,"Υψηλός κίνδυνος πυρκαγιάς σήμερα, Τρίτη (25.6) σε Αττική, Κρήτη και Εύβοια",https://www.athensvoice.gr/epikairotita/ellada/856158/kindunos-purkagias-upsilos-simera-256-se-attiki-kriti-kai-euvoia/,2024-06-25,04:21:56,Newsroom,"Κίνδυνος πυρκαγιάς: Υψηλός αύριο (25.6) σε Αττική, Κρήτη και Εύβοια - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-06-25
311,Φωτιά τώρα στη Λαύκα Κορινθίας - Καίει σε δασική έκταση,https://www.athensvoice.gr/epikairotita/ellada/856131/fotia-tora-lauka-korinthias/,2024-06-24,16:11:24,Newsroom,Φωτιά τώρα στη Λαύκα Κορινθίας - Καίει σε δασική έκταση,Ελλαδα,2024-06-24
312,Φωτιά: Σε δασική έκταση στο Άνω Γραμματικό στην Έδεσσα,https://www.athensvoice.gr/epikairotita/ellada/856115/fotia-se-dasiki-ektasi-sto-ano-grammatiko-stin-edessa/,2024-06-24,14:08:00,Newsroom,Φωτιά: Σε δασική έκταση στο Άνω Γραμματικό στην Έδεσσα,Ελλαδα,2024-06-24
313,"Υψηλός κίνδυνος πυρκαγιάς αύριο, Τρίτη (25.6) σε Αττική, Κρήτη και Εύβοια",https://www.athensvoice.gr/epikairotita/ellada/856095/kindunos-purkagias-upsilos-aurio-256-se-attiki-kriti-kai-euvoia/,2024-06-24,12:02:24,Newsroom,"Κίνδυνος πυρκαγιάς: Υψηλός αύριο (25.6) σε Αττική, Κρήτη και Εύβοια - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-06-24
314,"Αρτέμιδα, Πάρνηθα: Πυροτεχνήματα παρά τον υψηλό κίνδυνο πυρκαγιάς",https://www.athensvoice.gr/epikairotita/ellada/856061/artemida-parnitha-purotehnimata-para-ton-upsilo-kinduno-purkagias/,2024-06-24,06:40:28,Newsroom,"Αρτέμιδα, Πάρνηθα: Πυροτεχνήματα παρά τον υψηλό κίνδυνο πυρκαγιάς - Σε έναν άνδρα επιβλήθηκε πρόστιμο 3.000",Ελλαδα,2024-06-24
315,Υψηλός κίνδυνος πυρκαγιάς σήμερα (24.6) σε Αττική και νότια Εύβοια,https://www.athensvoice.gr/epikairotita/ellada/856039/kindunos-purkagias-upsilos-se-attiki-kai-notia-euvoia-simera-246/,2024-06-24,04:24:31,Newsroom,Κίνδυνος πυρκαγιάς: Υψηλός σε Αττική και νότια Εύβοια σήμερα 24.6 - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-24
316,Πυροσβεστική: 41 πυρκαγιές εκδηλώθηκαν το τελευταίο 24ωρο,https://www.athensvoice.gr/epikairotita/ellada/856029/purosvestiki-41-purkagies-ekdilothikan-to-teleutaio-24oro/,2024-06-23,18:58:00,Newsroom,Πυροσβεστική: 41 πυρκαγιές εκδηλώθηκαν το τελευταίο 24ωρο,Ελλαδα,2024-06-23
317,Πυρκαγιά στην Κερατέα – Μεγάλη κινητοποίηση της πυροσβεστικής,https://www.athensvoice.gr/epikairotita/ellada/855962/keratea-purkagia-kai-megali-kinitopoiisi-tis-purosvestikis/,2024-06-22,20:46:58,Newsroom,Πυρκαγιά στην Κερατέα – Μεγάλη κινητοποίηση της πυροσβεστικής,Ελλαδα,2024-06-22
318,"Τρεις συλλήψεις για φωτιές σε Νέα Σμύρνη, Σύρο και Δράμα",https://www.athensvoice.gr/epikairotita/ellada/855954/ebrismos-treis-sullipseis-gia-purkagies-se-nea-smurni-suro-kai-drama/,2024-06-22,18:44:00,Newsroom,"Εμπρησμός: Τρεις συλλήψεις για πυρκαγιές σε Νέα Σμύρνη, Σύρο και Δράμα",Ελλαδα,2024-06-22
319,Πυροσβεστική: 66 πυρκαγιές εκδηλώθηκαν το τελευταίο 24ωρο,https://www.athensvoice.gr/epikairotita/ellada/855948/purosvestiki-66-purkagies-ekdilothikan-to-teleutaio-24oro/,2024-06-22,16:56:39,Newsroom,Πυροσβεστική: 66 πυρκαγιές εκδηλώθηκαν το τελευταίο 24ωρο,Ελλαδα,2024-06-22
320,Φωτιά σε δασική έκταση στο Κοντοδεσπότι Ευβοίας -Μεγάλη κινητοποίηση της Πυροσβεστικής,https://www.athensvoice.gr/epikairotita/ellada/855942/euvoia-fotia-se-dasiki-ektasi-sto-kododespoti/,2024-06-22,15:10:00,Newsroom,Eύβοια: Φωτιά σε δασική έκταση στο Κοντοδεσπότι,Ελλαδα,2024-06-22
321,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο Κυριακή (23.6) σε Αττική και νότια Εύβοια,https://www.athensvoice.gr/epikairotita/ellada/855917/kindunos-purkagias-polu-upsilos-se-attiki-kai-notia-euvoia-aurio-236/,2024-06-22,11:29:54,Newsroom,Κίνδυνος πυρκαγιάς αύριο (23.6) σε Αττική και νότια Εύβοια - Ποιες περιφέρειες βρίσκονται σε κατηγορία 3 - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-22
322,Χωρίς ενεργό μέτωπο η πυρκαγιά στην Ηλεία - Διάσπαρτες εστίες σε Λάττα και Πρόδρομο,https://www.athensvoice.gr/epikairotita/ellada/855907/fotia-stin-ileia-horis-energo-metopo-i-purkagia/,2024-06-22,07:51:06,Newsroom,Φωτιά στην Ηλεία: Χωρίς ενεργό μέτωπο η πυρκαγιά - Διάσπαρτες εστίες υπάρχουν στις περιοχές Λάττα και Πρόδρομο - Η ενημέρωση της Πυροσβεστικής.,Ελλαδα,2024-06-22
323,Συνεχίζεται η μάχη με τις φλόγες στην Ηλεία - Σε ύφεση οι πυρκαγιές σε Μεγαλόπολη και Κρανίδι,https://www.athensvoice.gr/epikairotita/ellada/855901/fotia-stin-ileia-se-ufesi-oi-purkagies-se-megalopoli-kai-kranidi/,2024-06-22,06:20:23,Newsroom,Φωτιές: Συνεχίζει να μαίνεται η πυρκαγιά στην Ηλεία - Καλύτερη η εικόνα σε Μεγαλόπολη και Κρανίδι - Πολύ υψηλός κίνδυνος πυρκαγιάς και σήμερα.,Ελλαδα,2024-06-22
324,Πυροσβεστική: Σε λίγες ώρες εκδηλώθηκαν 45 πυρκαγιές - Σε επιφυλακή ο κρατικός μηχανισμός,https://www.athensvoice.gr/epikairotita/ellada/855848/purosvestiki-se-liges-ores-ekdilothikan-45-purkagies/,2024-06-21,13:18:03,Newsroom,Πυροσβεστική:  Σε λίγες ώρες εκδηλώθηκαν 45 πυρκαγιές - Σε επιφυλακή ο κρατικός μηχανισμός - Πάνω από δέκα μηνύματα στάλθηκαν από το 112,Ελλαδα,2024-06-21
325,"Μάχη με τις φλόγες σε Σαρωνίδα, Αργολίδα, Αρκαδία - Η εικόνα από τις πυρκαγιές σε όλη τη χώρα",https://www.athensvoice.gr/epikairotita/ellada/855837/fotia-tora-pou-mainodai-purkagies-se-oli-ti-hora/,2024-06-21,12:29:00,Newsroom,Φωτιά τώρα: Μεγάλα μέτωπα σε Αρκαδία και Μεγαλόπολη - Κλήθηκαν μέσω του 112 να απομακρυνθούν όσοι βρίσκονται στο Μαύρο Λιθάρι - Η ενημέρωση της Πυροσβεστικής.,Ελλαδα,2024-06-21
326,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (22.6) σε τρεις Περιφέρειες της Ελλάδας,https://www.athensvoice.gr/epikairotita/ellada/855820/kindunos-purkagias-aurio-226-se-treis-perifereies-tis-elladas/,2024-06-21,11:19:50,Newsroom,Κίνδυνος πυρκαγιάς αύριο (22.6) σε τρεις Περιφέρειες της Ελλάδας - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-21
327,The Kinks: Ένα ιστορικό συγκρότημα - 80 ετών ο Ray Davies,https://www.athensvoice.gr/politismos/mousiki/762728/kinks-ena-istoriko-sygkrotima-78-eton-o-ray-davies/,2024-06-21,10:45:36,Γιάννης Πετρίδης,Kinks: Αφιέρωμα στο ιστορικό rock συγκρότημα από τον Γιάννη Πετρίδη - 80 ετών ο Ray Davies,Μουσικη,2024-06-21
328,"Κλειστά σήμερα τα πάρκα, τα δάση και τα άλση της Αττικής",https://www.athensvoice.gr/epikairotita/ellada/855747/kindunos-purkagias-kleista-simera-parka-dasi-kai-alsi-stin-attiki/,2024-06-21,05:31:35,Newsroom,"Κίνδυνος Πυρκαγιάς: Κλειστά σήμερα πάρκα, δάση και άλση στην Αττική - Απαγορεύεται η κυκλοφορία σε οποιονδήποτε τέτοιο χώρο",Ελλαδα,2024-06-21
329,"Ακραίος κίνδυνος πυρκαγιάς σήμερα, Παρασκευή (21.6), στην Περιφέρεια Αττικής",https://www.athensvoice.gr/epikairotita/ellada/855744/akraios-kindunos-purkagias-simera-paraskeui-stin-attiki/,2024-06-21,04:34:33,Newsroom,"Ακραίος κίνδυνος πυρκαγιάς σήμερα, Παρασκευή, στην Αττική - Η προειδοποίηση της ΓΓΠΠ - Οι περιοχές σε κατηγορία κινδύνου 4",Ελλαδα,2024-06-21
